timestamp,epoch,iteration,train_loss,val_loss,checkpoint
2025-05-06 00:12:02,1,1,49.30769729614258,61.949686431884764,
2025-05-06 00:14:47,1,1001,13.53455099930892,9.259264764785767,
2025-05-06 00:17:48,1,2001,10.573241039909522,6.350882260799408,
2025-05-06 00:20:48,1,3001,8.588090320659932,3.910901004076004,
2025-05-06 00:23:46,1,4001,7.068703167172141,2.275406778752804,
2025-05-06 00:26:44,1,5001,5.911101781971524,1.8153265881538392,
2025-05-06 00:29:41,1,6001,5.076323368528091,1.4114393949508668,
2025-05-06 00:32:45,1,7001,4.389586479427423,1.42425234913826,
2025-05-06 00:35:46,1,8001,3.8180204770249464,0.6281214192509651,
2025-05-06 00:38:45,1,9001,3.3306522145552804,-0.17717940896749496,
2025-05-06 00:41:43,1,10001,2.8923482241181837,-0.34409034371376035,
2025-05-06 00:44:41,1,11001,2.5314277906718172,-0.5565368863940239,
2025-05-06 00:47:38,1,12001,2.2048938791193464,-0.7208175395429134,
2025-05-06 00:50:36,1,13001,1.9202437328822144,-0.8886628764867782,
2025-05-06 00:53:33,1,14001,1.646909012527932,-0.7636022192984819,
2025-05-06 00:56:29,1,15001,1.4221273300795902,-0.7824480612576008,
2025-05-06 00:59:27,1,16001,1.209329992413994,-0.6860760781168938,
2025-05-06 01:02:25,1,17001,1.02755051309209,-0.8541782665252685,
2025-05-06 01:05:23,1,18001,0.8448355673984563,-0.898679940700531,
2025-05-06 01:08:20,1,19001,0.686766856739326,-1.0783009769022465,
2025-05-06 01:11:21,1,20001,0.5417273693167771,-0.9609657055139542,
2025-05-06 01:14:23,1,21001,0.4029074701438926,-0.9653609353303909,
2025-05-06 01:17:22,1,22001,0.272434174643677,-1.0845183242857457,
2025-05-06 01:20:21,1,23001,0.1544976342306034,-0.7818031260371208,
2025-05-06 01:23:20,1,24001,0.030378087393669113,-0.8050009134411812,
2025-05-06 01:26:19,1,25001,-0.07800468892242893,-0.9361236298084259,
2025-05-06 01:29:16,1,26001,-0.18609581916634887,-0.8611492899060249,
2025-05-06 01:32:14,1,27001,-0.2820453355816959,-0.9803933280706406,
2025-05-06 01:35:12,1,28001,-0.3717652142533749,-1.1904029521346091,
2025-05-06 01:38:15,1,29001,-0.4554038206428471,-0.6907163354754448,
2025-05-06 01:41:15,1,30001,-0.5350157075179847,-0.9162514328956604,
2025-05-06 01:44:16,1,31001,-0.6103620826265534,-1.2297059589624404,
2025-05-06 01:47:14,1,32001,-0.6940631441612966,-1.2044860988855361,
2025-05-06 01:50:15,1,33001,-0.7624465079858395,-1.0062941926717759,
2025-05-06 01:53:15,1,34001,-0.8399177861259789,-1.0786136230826378,
2025-05-06 01:56:16,1,35001,-0.9221476161037355,-1.5096247056126595,
2025-05-06 01:59:16,1,36001,-0.9971245948639894,-1.3695707356929778,
2025-05-06 02:02:17,1,37001,-1.0629935399221795,-1.3596554380655288,
2025-05-06 02:05:18,1,38001,-1.1342593010294697,-1.433863040804863,
2025-05-06 02:08:17,1,39001,-1.2042578316705173,-1.4243438345193864,
2025-05-06 02:11:17,1,40001,-1.275297769061646,-1.563371331691742,
2025-05-06 02:14:17,1,41001,-1.3364850182493913,-1.5719691377878189,
2025-05-06 02:17:19,1,42001,-1.3966035921807696,-1.4007527074217796,
2025-05-06 02:20:21,1,43001,-1.4607489832641927,-1.7718159997463225,
2025-05-06 02:23:22,1,44001,-1.5144086895570539,-1.3603349262475968,
2025-05-06 02:26:22,1,45001,-1.5679621370033061,-1.5512690156698228,
2025-05-06 02:29:21,1,46001,-1.6208135737027853,-1.6217725628614426,
2025-05-06 02:32:22,1,47001,-1.674352747699576,-1.3808633887767792,
2025-05-06 02:35:21,1,48001,-1.7276690348471215,-1.516957752108574,
2025-05-06 02:38:21,1,49001,-1.77992861357217,-1.0695572090148926,
2025-05-06 02:41:20,1,50001,-1.828367672872543,-1.6542123001813889,
2025-05-06 02:44:19,1,51001,-1.8777215522332582,-1.8483495432138444,
2025-05-06 02:47:17,1,52001,-1.9303252702451277,-1.425804886817932,
2025-05-06 02:50:18,1,53001,-1.9737306635711063,-1.5121747159957886,
2025-05-06 02:53:17,1,54001,-2.0186739383129373,-1.3640377295017243,
2025-05-06 02:56:17,1,55001,-2.0588588454816135,-1.6646566081047058,
2025-05-06 02:59:17,1,56001,-2.09886428529839,-1.765446801185608,
2025-05-06 03:02:16,1,57001,-2.135237963119339,-1.1673375582695007,
2025-05-06 03:05:15,1,58001,-2.1752944564657892,-1.1106114280223847,
2025-05-06 03:08:17,1,59001,-2.2149598443371867,-1.5692888599634172,
2025-05-06 03:11:17,1,60001,-2.2516401495954455,-1.6669986599683762,
2025-05-06 03:14:17,1,61001,-2.288531846378319,-1.4598562794923782,
2025-05-06 03:17:16,1,62001,-2.327650702181023,-1.1275525748729707,
2025-05-06 03:20:13,1,63001,-2.3604419673383314,-1.6859131023287772,
2025-05-06 03:23:18,1,64001,-2.39407236233643,-1.660579115152359,
2025-05-06 03:26:51,1,65001,-2.4247941823546677,-1.893641770929098,
2025-05-06 03:31:06,1,66001,-2.4567504460697447,-1.8683371582627297,
2025-05-06 03:35:11,1,67001,-2.4895055136160305,-1.609035074710846,
2025-05-06 03:39:14,1,68001,-2.5187196014150572,-1.4861426329612732,
2025-05-06 03:45:08,4,68001,-0.00012921418174729853,-1.5057801261544228,
2025-05-06 03:49:07,4,69001,-0.07283334486660852,-1.737271975874901,
2025-05-06 03:53:12,4,70001,-0.14494561959167196,-1.7944297993183136,
